good,dirty,wait,lastyear,usa
1,0,0.86,1,0
1,0,0.86,1,0
1,0,0.61,1,1
1,0,1.62,1,1
1,0,1.86,2,1
1,0,1.21,1,1
0,0,0.94,1,1
0,0,0.94,1,1
1,0,0.69,1,1
0,0,0.69,1,1
0,0,0.94,6,1
0,1,4.96,2,1
1,0,0.61,5,1
1,0,1.99,1,1
0,0,1.59,2,1
1,0,1.11,7,1
0,0,0.69,5,1
0,0,2.51,1,1
1,0,4.31,2,1
0,0,4.84,2,1
0,0,1.11,1,1
1,0,5.12,2,1
0,1,4.31,1,1
0,0,5.12,1,1
0,0,4.31,2,1
1,0,0.61,4,1
1,0,1.59,4,1
1,0,1.59,2,1
0,0,5.12,7,1
1,0,1.11,1,1
0,0,5.02,4,1
1,0,1.34,6,1
0,0,2.04,8,1
1,0,0.67,2,1
1,0,2.74,2,1
0,0,1.17,1,1
0,1,5.19,6,1
1,0,1.61,1,1
1,0,0.67,2,1
1,0,3.51,69,1
1,0,1.17,56,1
1,0,2.12,2,1
1,0,2.12,2,1
0,0,2.92,2,1
0,0,5.19,56,1
1,0,0.44,1,1
1,0,4.96,4,1
1,0,0.77,3,1
0,0,1.29,1,1
0,0,2.87,1,1
1,0,0.77,1,1
0,1,1.29,1,1
0,0,1.02,1,1
0,0,3.19,3,1
1,0,1.29,1,1
1,0,4.96,2,1
0,0,5.21,57,1
1,0,1.69,1,1
0,0,2.79,1,1
0,0,2.79,1,1
1,0,5.21,1,1
0,0,3.24,1,1
0,0,3.24,1,1
1,0,5.04,3,1
1,0,0.77,4,1
1,0,3.04,3,1
0,0,4.94,2,1
1,0,1.41,3,1
1,0,0.76,3,1
0,2,2.26,9,1
1,0,0.59,9,1
0,0,0.42,5,1
1,2,4.32,1,1
0,0,3.97,2,1
1,0,5.36,1,1
1,0,4.94,1,1
1,0,4.06,1,1
1,0,1.27,8,1
1,0,1.59,4,1
1,0,1.11,4,1
1,0,1.11,2,1
0,0,4.47,4,1
1,1,0.77,23,1
0,0,0.69,4,1
1,0,1.51,2,1
1,0,5.21,68,1
0,0,5.29,3,1
1,0,1.51,3,1
1,0,0.77,2,1
0,0,1.02,3,1
1,0,0.52,1,1
1,1,0.52,2,1
1,0,0.52,3,1
0,0,4.14,3,1
0,0,0.52,2,1
1,0,1.02,5,1
0,0,0.69,4,1
0,0,0.52,1,1
0,0,5.29,7,1
1,0,0.52,10,1
1,0,1.02,1,1
0,0,0.52,2,1
1,0,0.52,9,1
1,0,4.66,2,1
0,0,0.77,1,1
0,0,4.37,2,1
1,0,0.61,1,1
1,0,1.99,1,1
1,0,1.59,0,1
1,0,0.77,1,1
1,0,1.11,2,1
1,0,4.71,5,1
1,0,2.41,19,1
1,0,1.59,8,1
1,0,2.41,3,1
1,1,1.11,5,1
1,1,2.41,2,1
0,0,1.59,1,1
1,0,1.59,1,1
0,0,1.11,1,1
0,2,3.66,1,1
0,0,1.94,3,1
1,0,1.64,1,1
1,0,5.06,4,1
0,0,5.31,5,1
1,0,3.64,4,1
0,0,2.97,5,0
1,0,1.36,1,0
1,0,0.44,1,0
1,0,1.42,2,0
1,0,2.27,2,0
1,1,1.42,2,0
0,0,1.21,1,0
1,0,0.69,2,0
1,0,4.19,1,0
0,0,2.21,1,0
1,0,1.86,2,0
1,0,1.59,2,0
0,0,3.14,4,0
1,0,3.14,1,0
0,0,0.44,3,0
1,0,1.11,1,0
1,0,3.14,1,0
1,0,0.94,4,0
0,0,1.86,2,0
1,0,1.42,2,0
1,0,1.62,2,0
1,0,1.69,2,0
1,0,2.27,1,0
1,0,1.59,1,0
1,0,1.86,14,0
1,0,1.86,2,0
1,0,0.94,1,0
1,0,0.94,1,0
1,0,0.94,7,0
1,0,0.94,4,0
1,0,0.69,9,0
0,0,1.86,1,0
1,0,0.69,1,0
0,0,4.96,2,0
1,2,0.94,2,0
1,0,0.94,2,0
1,0,0.69,4,1
1,0,0.69,2,1
1,0,1.21,10,1
1,0,5.21,6,1
1,0,0.94,2,1
1,0,1.21,4,1
1,0,1.21,1,1
1,0,1.21,1,1
1,0,3.29,1,1
0,0,0.69,15,1
1,0,5.21,2,1
1,0,0.69,1,1
1,0,0.69,1,1
1,0,0.69,2,1
0,0,2.06,3,1
1,0,0.69,5,1
0,0,1.21,2,1
1,0,1.21,2,1
1,0,0.69,2,1
1,0,0.69,4,1
1,0,3.26,1,1
1,0,0.69,2,1
1,0,0.69,3,1
0,0,1.62,2,1
1,0,1.62,3,1
1,0,1.62,2,1
0,0,0.94,9,1
1,0,1.62,1,1
1,0,2.76,2,1
1,0,1.62,5,1
0,0,1.21,5,1
1,0,1.62,6,1
1,0,1.21,4,1
1,0,0.86,2,1
0,0,0.86,4,1
0,0,4.84,10,1
0,0,4.07,1,1
0,0,5.26,11,1
1,0,4.84,4,1
1,0,0.69,5,1
1,0,1.62,3,1
0,0,1.21,2,1
0,0,5.21,2,1
1,0,1.21,4,1
1,0,0.69,48,1
0,0,2.59,1,1
0,0,5.21,5,1
1,0,0.69,1,1
1,0,0.94,4,1
0,0,0.69,4,1
0,0,4.49,2,1
1,0,0.94,2,1
1,0,4.47,2,1
1,0,5.12,3,1
0,2,4.96,5,1
0,0,0.44,4,1
1,0,0.44,4,1
0,0,5.29,1,1
1,0,0.36,3,1
1,0,4.96,1,1
1,0,5.12,3,1
1,0,4.96,4,1
1,0,5.37,1,1
0,0,4.96,6,1
0,0,5.29,6,1
1,0,5.29,46,1
1,0,4.96,3,1
1,0,0.36,4,1
1,0,5.04,10,1
1,0,5.12,9,1
0,0,4.84,4,1
1,0,1.11,1,1
0,0,5.21,2,1
0,0,0.69,3,1
1,0,5.04,4,1
0,0,0.36,9,1
0,1,4.14,0,1
0,1,5.04,0,1
0,0,1.69,1,1
0,0,5.04,11,1
1,0,4.14,3,1
1,0,0.69,2,1
1,0,1.02,2,1
0,2,1.02,4,1
1,3,1.02,14,1
0,0,5.37,2,1
1,0,5.37,3,1
1,0,0.61,2,1
1,0,1.02,3,1
1,0,1.92,4,1
1,0,1.92,2,1
1,0,0.69,5,1
0,0,1.02,2,1
0,0,0.66,1,0
1,0,0.66,2,0
1,0,0.49,1,0
1,0,5.26,3,0
1,0,1.47,1,0
1,0,0.49,4,0
1,0,5.01,1,0
0,0,4.77,1,0
1,0,0.49,9,0
0,2,5.01,8,0
0,0,5.34,1,0
0,0,0.49,1,0
1,0,5.01,2,0
0,0,0.49,4,0
1,0,5.26,2,0
0,0,0.99,2,0
1,0,5.34,2,0
0,0,5.34,1,0
0,0,0.61,3,0
0,0,0.49,4,0
1,0,0.99,2,0
1,0,0.49,9,0
0,0,4.77,2,0
1,0,0.46,1,1
0,0,1.12,1,1
1,0,2.61,1,1
1,0,4.97,1,1
1,0,5.22,1,1
1,0,4.97,1,1
1,0,0.96,1,1
1,0,1.89,2,1
1,0,1.47,2,1
1,0,5.34,1,1
1,0,0.74,5,1
1,0,2.77,1,1
0,0,5.01,1,1
1,0,2.36,2,1
0,0,2.66,2,1
1,0,0.69,1,1
1,0,1.02,1,1
1,0,0.79,6,1
0,0,0.77,1,1
1,0,1.51,1,1
0,0,5.04,6,1
1,0,1.51,1,1
0,0,5.04,1,1
1,0,0.52,3,1
1,0,0.52,2,1
1,0,0.52,1,1
0,0,0.77,1,1
1,0,0.52,1,1
0,0,1.51,1,1
0,2,1.92,5,1
0,0,1.02,6,1
1,0,1.42,1,1
0,0,1.02,1,1
1,0,0.77,5,1
1,0,0.52,1,1
0,0,1.51,1,1
1,0,2.44,2,1
1,1,1.42,7,1
0,0,1.62,3,1
0,0,0.69,5,1
1,0,0.86,4,1
1,0,0.86,1,1
1,0,1.62,2,1
1,0,1.86,5,1
1,0,1.77,2,1
1,0,2.27,8,1
0,0,1.59,5,1
0,0,1.62,7,1
0,0,1.51,6,1
0,0,0.94,1,1
0,0,3.87,1,1
0,0,2.06,1,1
1,0,0.69,5,1
0,0,5.37,0,1
0,0,1.36,6,1
0,2,0.69,1,1
0,3,1.62,26,1
1,0,0.86,2,1
0,0,0.86,5,1
0,0,1.62,1,1
1,0,0.61,1,1
1,0,0.86,2,1
1,0,0.36,2,1
0,1,0.36,1,1
0,0,0.86,1,1
0,0,0.61,1,1
0,0,1.77,1,1
1,0,0.36,2,1
1,0,0.36,1,1
1,0,2.86,1,1
1,0,0.69,1,1
0,0,5.11,7,1
0,0,0.99,8,0
0,0,2.11,3,0
1,0,2.09,1,0
1,0,1.89,1,0
1,0,1.47,2,0
1,0,1.89,12,0
0,0,1.89,1,0
1,0,1.97,2,0
1,0,1.89,3,0
1,0,1.89,2,0
1,0,2.31,2,0
0,0,2.62,1,0
0,0,1.89,1,0
1,0,2.31,2,0
1,0,2.02,3,0
1,0,2.31,2,0
1,0,1.89,2,0
1,0,1.47,1,0
0,0,2.11,0,0
1,0,5.37,3,0
1,0,1.42,2,0
1,0,1.86,2,0
1,0,2.27,4,0
1,0,1.86,1,0
1,0,2.59,1,0
0,0,0.94,1,0
1,0,1.86,1,0
1,0,2.27,4,0
0,0,0.44,5,0
1,0,3.14,2,0
1,0,1.86,0,0
1,0,1.42,1,0
0,0,2.27,8,0
1,0,1.42,2,0
1,0,1.77,1,0
1,0,1.77,1,0
1,0,1.11,1,0
1,0,1.29,1,0
1,0,5.37,4,0
0,0,1.77,2,0
1,0,1.36,1,0
1,0,2.06,1,0
1,0,1.36,2,0
1,0,0.36,3,0
1,0,0.86,4,0
1,0,1.11,3,0
0,0,1.11,21,0
0,0,2.21,2,0
1,0,0.69,3,0
0,0,0.36,6,0
0,0,1.77,3,0
0,0,2.56,1,0
1,0,2.06,1,0
0,0,1.62,4,0
0,0,1.21,1,0
1,0,0.69,2,0
1,0,0.69,1,0
0,0,0.69,2,0
1,0,1.62,1,0
0,0,2.76,1,0
0,1,2.27,8,0
1,0,1.21,1,0
1,0,1.51,5,0
1,0,3.89,1,0
1,0,1.21,1,0
1,0,1.62,1,0
1,0,1.62,2,0
1,0,0.94,1,0
0,0,1.02,1,0
1,0,0.69,3,0
0,0,1.21,1,0
0,0,2.44,1,0
0,0,2.44,1,0
0,0,1.62,1,0
0,0,0.86,11,0
1,0,2.44,1,0
0,3,3.89,4,0
0,0,4.02,1,0
0,1,1.62,4,0
1,0,0.44,14,0
1,0,0.44,11,0
1,0,1.59,11,0
1,0,0.61,5,0
0,0,1.59,1,0
1,0,2.41,2,0
1,0,1.99,2,0
1,0,1.69,1,0
1,0,0.44,3,0
0,0,1.11,4,0
1,0,2.97,1,0
0,0,2.72,3,0
0,1,1.99,2,0
1,0,1.11,3,0
0,0,1.77,5,0
0,2,2.41,0,0
1,0,1.29,1,0
0,0,1.11,4,0
0,1,1.59,2,0
0,0,1.99,4,0
0,0,1.99,1,0
0,0,1.11,3,0
0,0,1.11,2,0
0,1,1.59,2,0
0,0,2.27,1,0
0,0,2.97,1,0
1,0,1.99,1,0
0,0,2.89,7,1
1,0,0.79,2,1
1,0,0.79,1,1
1,0,5.31,2,1
1,0,3.41,2,1
0,0,2.21,5,1
1,0,2.14,5,1
0,0,3.52,1,1
0,0,3.41,3,1
1,0,3.26,1,1
0,0,0.36,3,1
1,0,4.96,11,1
1,0,2.56,1,1
0,0,3.62,1,1
0,0,4.84,6,1
1,0,1.36,4,1
1,0,4.84,1,1
1,0,2.56,2,1
1,0,2.21,4,1
0,0,1.99,1,1
0,0,4.84,1,1
0,0,2.26,1,1
0,0,2.26,1,1
0,0,1.84,5,1
0,0,2.26,1,1
1,0,1.41,4,1
1,0,0.92,1,1
1,0,0.84,2,1
1,0,0.92,4,1
1,0,0.92,2,1
1,0,5.27,1,1
0,0,2.99,1,1
1,1,3.27,1,1
1,0,5.11,1,1
1,0,5.27,1,1
1,0,1.84,1,1
1,0,5.36,1,1
0,0,0.42,3,1
1,0,5.27,1,1
1,0,1.41,1,1
1,0,1.41,2,1
0,0,1.17,1,1
1,0,1.17,1,1
1,0,0.42,1,1
0,0,5.02,3,1
0,0,0.42,1,1
1,0,1.11,1,1
0,0,1.86,2,1
0,1,2.72,31,1
1,0,0.61,2,1
1,0,2.97,2,1
0,0,0.61,3,1
0,0,0.61,2,1
0,0,5.24,1,1
0,0,0.44,1,1
0,0,0.44,1,1
0,0,4.31,11,1
0,0,0.36,2,1
1,0,0.61,1,1
1,0,5.12,1,1
0,0,4.31,2,1
0,0,0.61,1,1
0,0,3.56,3,1
1,0,0.77,2,1
1,0,2.14,3,1
1,0,5.29,3,1
1,0,5.29,4,1
1,0,2.14,1,1
0,0,0.77,11,1
0,0,5.29,3,1
1,0,0.77,1,1
1,0,4.66,3,1
1,0,5.29,2,1
0,5,0.77,5,1
0,0,5.29,1,1
0,0,5.21,5,1
1,0,5.29,1,1
1,0,5.29,1,1
1,0,5.29,1,1
0,0,0.77,1,1
1,0,5.29,2,1
1,2,4.84,2,1
1,0,0.36,1,1
1,0,0.61,1,1
1,0,5.04,1,1
1,0,0.69,10,1
1,0,1.02,4,1
1,0,4.66,8,1
0,2,1.21,5,1
1,0,5.04,1,1
0,0,5.04,1,1
0,0,1.02,1,1
1,0,5.29,2,1
1,0,5.04,2,1
1,0,5.04,14,1
1,0,0.52,1,1
1,0,5.04,7,1
1,0,1.02,5,1
1,0,5.04,2,1
0,0,0.52,1,1
0,0,4.66,2,1
0,0,5.04,3,1
0,0,2.21,1,1
1,0,5.12,1,1
0,0,4.96,1,1
0,0,5.12,1,1
0,0,1.59,4,1
1,0,0.61,1,1
1,0,5.12,1,1
1,0,4.31,4,1
0,0,4.31,3,1
0,0,4.31,1,1
0,0,4.31,2,1
1,0,0.61,1,1
1,0,4.14,3,1
0,0,5.12,5,1
1,0,4.31,67,1
1,0,4.14,2,1
0,0,4.21,1,1
0,0,4.84,1,1
1,0,5.12,1,1
0,0,4.31,1,1
1,0,1.11,1,1
0,0,5.12,24,1
1,0,0.52,8,1
0,0,0.61,1,1
1,0,0.69,2,1
1,0,0.69,4,1
0,0,0.94,1,1
0,0,5.21,1,1
0,0,5.21,4,1
0,0,3.01,11,1
0,0,0.36,1,1
1,0,0.69,1,1
0,0,5.21,3,1
0,0,4.96,7,1
1,0,0.44,6,1
1,0,4.84,1,1
0,0,5.21,1,1
0,0,4.47,7,1
0,1,0.69,8,1
1,0,5.21,1,1
1,0,0.69,4,1
0,1,1.92,18,1
0,0,0.77,1,1
0,0,0.77,41,1
0,0,1.29,3,1
0,0,5.29,1,1
1,0,1.02,1,1
1,0,4.66,3,1
1,0,5.12,5,1
0,0,1.69,6,1
1,0,4.66,8,1
1,0,0.77,4,1
1,0,1.29,2,1
1,0,2.79,3,1
1,0,0.44,4,1
1,0,1.02,1,1
1,0,4.66,5,1
1,0,0.69,2,1
1,0,5.29,1,1
0,0,4.66,1,1
0,0,0.44,4,1
1,0,5.29,9,1
0,0,5.29,2,1
1,0,0.94,1,1
1,0,1.42,1,1
1,0,1.42,1,1
1,0,0.69,1,1
0,0,0.94,1,1
1,0,0.44,4,1
1,0,0.44,1,1
0,0,1.29,1,1
1,0,0.77,3,1
1,0,4.96,4,1
0,0,0.44,3,1
0,0,1.02,1,1
0,0,1.02,5,1
0,0,0.52,9,1
0,0,5.29,4,1
1,0,1.02,1,1
1,0,1.02,2,1
0,0,0.52,5,1
1,0,0.52,1,1
0,0,1.29,2,1
1,0,5.04,20,1
1,0,5.21,2,1
1,0,1.02,4,0
0,0,1.02,1,0
0,0,1.51,1,0
0,1,2.36,1,0
0,0,1.02,1,0
0,1,1.29,1,0
0,0,1.02,4,0
0,0,1.02,2,0
0,0,2.44,1,0
0,2,1.02,2,0
0,0,2.94,1,0
1,0,1.92,1,0
1,0,1.51,1,0
0,0,1.92,1,0
0,0,2.36,1,0
0,0,2.36,1,0
1,0,1.51,2,0
0,0,2.36,1,0
0,1,2.36,1,0
0,0,2.94,1,0
1,0,1.42,3,0
0,0,1.51,4,0
0,0,2.66,1,0
1,0,1.02,1,0
1,0,2.56,2,0
1,0,0.81,14,1
1,0,0.81,4,1
1,0,1.72,2,1
0,0,0.81,1,1
1,0,0.81,5,1
0,0,1.31,2,1
0,0,2.16,1,1
1,0,3.06,1,1
1,1,3.06,1,1
1,0,2.16,2,1
1,0,5.32,5,1
0,0,3.06,1,1
0,0,1.31,1,1
1,0,1.72,2,1
0,0,0.81,3,1
0,1,0.81,3,1
1,0,0.74,43,1
0,1,1.72,2,1
1,0,0.44,11,1
1,0,3.61,5,1
1,0,3.81,1,1
0,0,0.44,31,1
0,3,3.52,5,1
1,0,3.81,1,1
1,0,4.96,7,1
1,0,4.96,18,1
0,0,5.21,1,1
1,0,0.94,4,1
1,1,0.94,1,1
1,0,0.44,2,1
1,0,1.56,3,0
1,0,1.32,0,0
0,0,1.32,2,0
0,0,1.74,1,0
1,0,2.54,1,0
1,0,2.54,1,0
0,1,5.37,1,0
1,0,1.74,1,0
0,0,0.99,4,0
0,0,1.07,43,0
1,0,4.29,7,0
0,0,0.57,13,0
1,0,2.82,1,0
0,0,1.56,1,0
1,0,0.82,7,0
1,0,1.07,2,0
0,0,1.32,1,0
1,0,1.56,2,0
1,0,1.32,5,0
1,0,0.49,3,0
0,0,1.32,2,0
0,0,0.91,2,0
1,0,1.92,1,0
1,0,2.56,3,0
1,0,2.56,1,0
0,0,0.61,1,0
1,0,1.36,1,0
0,0,0.86,5,0
1,0,1.77,5,0
0,0,1.77,3,0
0,0,2.21,1,0
1,0,1.77,1,0
0,0,0.86,12,0
1,0,0.86,3,0
1,0,1.36,2,0
0,0,2.56,4,0
0,2,1.36,1,0
1,0,1.36,5,0
1,0,1.36,6,0
1,0,2.41,1,0
0,0,1.36,2,0
1,0,0.86,1,0
1,1,1.36,2,0
1,0,0.51,5,0
0,0,2.21,2,0
0,0,0.52,19,0
1,0,2.44,1,0
0,2,0.52,1,1
1,0,5.21,6,1
1,0,5.21,11,1
0,0,5.21,1,1
0,1,5.21,1,1
1,0,0.69,3,1
1,0,1.21,2,1
0,1,0.69,1,1
0,0,4.84,1,1
0,0,4.47,1,1
0,0,1.62,0,1
0,0,3.87,2,1
1,1,1.21,5,1
0,0,4.47,1,1
1,0,1.21,4,1
1,0,5.21,2,1
1,0,0.69,1,1
1,0,4.96,2,1
0,0,0.69,1,1
0,1,1.11,1,1
1,0,1.86,2,0
0,0,2.59,1,0
0,0,2.27,1,0
1,0,1.21,2,0
1,0,1.86,1,0
1,0,1.69,1,0
0,1,1.86,1,0
1,0,1.42,1,0
0,0,1.42,1,0
1,0,2.59,2,0
0,0,0.94,3,0
1,0,1.42,1,0
0,0,2.59,2,0
0,0,1.42,1,0
1,0,1.42,1,0
0,0,1.42,1,0
1,0,1.86,4,0
0,0,2.59,1,0
1,0,5.37,1,0
0,0,1.21,3,0
0,0,2.59,1,0
1,0,0.69,1,0
0,0,2.59,0,0
1,0,1.42,3,0
0,0,0.77,1,0
1,0,1.86,1,0
1,0,2.87,1,0
0,0,2.76,1,0
1,0,2.76,2,0
1,0,2.59,1,0
1,0,0.64,3,1
1,0,0.36,1,1
1,0,3.37,4,1
0,0,0.36,1,1
0,0,0.36,1,1
1,0,0.69,19,1
0,0,5.21,1,1
1,0,4.47,1,1
1,0,3.96,1,1
1,0,5.21,2,1
0,0,0.69,3,1
1,0,4.96,7,1
1,1,0.44,4,1
1,0,0.77,1,1
0,0,1.92,1,1
1,0,1.02,3,1
1,0,0.77,1,1
0,0,2.14,2,1
1,0,0.52,1,1
0,0,0.44,1,1
0,0,2.14,1,1
0,0,0.77,1,1
1,0,5.21,1,1
1,1,0.44,1,1
0,1,5.04,11,1
1,0,0.52,4,1
1,1,1.69,8,1
0,0,1.51,4,1
1,0,1.29,6,1
1,0,0.52,5,1
1,0,5.29,1,1
1,0,1.29,1,1
1,0,1.29,1,1
0,0,1.29,5,1
1,0,1.69,2,1
1,0,0.77,8,1
1,0,1.69,29,1
1,1,0.77,4,1
1,0,1.29,3,1
1,0,1.29,1,1
0,0,5.29,1,1
1,0,1.86,4,1
1,0,3.04,1,1
1,0,0.77,1,1
0,0,4.96,7,1
0,0,5.37,2,1
1,0,1.29,5,0
1,0,5.29,2,0
1,0,0.77,3,0
0,0,0.77,5,0
0,0,1.51,1,0
1,0,1.51,2,0
0,0,1.69,4,0
1,0,1.29,3,0
1,0,0.77,3,0
0,0,5.29,1,0
1,0,0.52,1,0
0,0,5.29,1,0
0,0,1.21,2,0
1,0,1.29,1,0
0,0,1.29,1,0
1,0,1.29,4,0
1,0,1.02,5,0
0,0,1.02,0,0
0,0,1.69,1,0
1,0,1.69,1,0
1,0,1.69,48,0
1,0,1.29,2,1
1,0,1.42,4,1
1,0,5.29,1,1
1,0,1.69,1,1
1,0,0.61,1,1
0,0,1.69,4,1
1,0,0.86,1,1
1,1,0.86,2,1
0,0,0.86,1,1
0,1,2.56,3,1
1,0,1.36,1,1
0,0,2.56,2,1
1,0,4.84,2,1
0,0,0.36,2,1
1,0,0.86,1,1
1,0,0.36,1,1
0,1,2.36,3,1
1,0,0.52,1,1
1,0,0.86,1,1
0,0,4.84,4,1
1,0,1.36,1,1
1,0,0.86,2,1
1,0,1.47,1,0
0,0,1.89,3,0
1,0,1.47,3,0
1,0,0.49,4,0
1,0,1.66,4,0
1,0,1.47,3,0
1,0,0.99,7,0
0,0,0.99,7,0
1,0,2.89,1,0
1,0,1.89,1,0
0,0,2.31,3,0
1,0,1.89,6,0
1,0,3.67,1,0
0,0,3.49,1,0
1,0,0.82,4,0
0,0,2.31,1,0
1,0,2.89,1,0
1,0,1.47,1,0
1,0,2.19,1,1
1,0,3.09,3,1
1,0,5.27,1,1
1,0,2.32,1,1
1,0,5.19,2,1
1,0,5.36,1,1
1,0,1.57,1,1
0,0,5.36,2,1
1,0,4.24,1,1
0,0,5.37,1,1
1,0,1.34,1,1
1,0,0.84,1,1
0,0,1.24,1,1
1,1,1.34,2,1
1,0,1.34,2,1
0,0,4.81,5,1
1,0,5.37,1,1
1,0,4.81,4,1
0,0,0.51,8,1
1,0,0.84,2,1
1,0,0.84,1,1
1,0,1.34,4,1
0,0,4.81,4,1
1,0,1.09,4,1
1,0,0.76,56,1
1,0,0.76,1,1
1,0,2.12,1,1
1,0,5.27,5,1
1,0,0.42,1,1
1,0,0.67,4,1
0,0,4.51,2,1
0,0,4.61,1,1
1,0,4.61,5,1
1,0,1.67,2,1
0,3,1.27,61,1
1,0,5.02,11,1
0,0,4.24,1,1
1,0,1.27,2,1
1,0,4.06,1,1
1,1,5.34,34,1
1,0,4.77,6,1
0,1,2.54,1,1
1,0,2.54,3,1
0,0,0.66,1,1
0,0,3.57,1,1
1,0,3.07,2,1
1,0,5.34,1,1
0,0,1.32,1,1
0,0,5.01,1,1
1,0,0.82,2,1
0,0,4.57,2,1
1,0,0.57,1,1
0,0,0.74,2,1
1,0,2.54,1,1
1,0,5.34,1,1
0,0,0.82,1,1
0,0,5.21,2,1
0,0,1.62,2,1
1,1,0.86,3,1
1,0,5.21,1,1
1,0,1.36,3,1
0,0,0.69,1,1
1,0,0.94,4,1
1,0,4.96,3,1
1,0,0.61,2,1
0,0,0.69,1,1
0,0,4.47,5,1
0,0,0.44,1,1
0,0,4.82,1,1
0,0,4.84,16,1
1,0,5.21,1,1
1,0,4.47,1,1
1,0,1.62,5,1
0,0,1.21,4,1
0,0,5.21,4,1
0,1,4.14,17,1
0,0,5.21,1,1
1,0,1.62,1,1
0,0,0.36,2,1
1,0,1.02,1,1
1,0,1.69,5,1
1,0,1.02,1,1
1,0,1.51,1,1
1,0,0.77,4,1
1,0,0.86,2,1
1,1,0.77,1,1
0,0,4.27,9,1
1,0,4.66,3,1
0,0,5.29,1,1
0,0,3.56,1,1
1,0,5.29,1,1
1,0,0.77,1,1
1,0,0.52,4,1
1,0,5.29,1,1
1,0,5.29,1,1
0,0,5.29,3,1
0,0,5.04,2,1
1,0,5.04,18,1
1,1,0.69,4,1
1,0,1.51,1,1
0,0,5.29,1,1
1,0,5.29,1,1
1,0,1.39,43,1
1,0,0.91,4,1
1,0,5.34,1,1
1,0,0.41,2,1
1,0,4.21,4,1
1,0,1.82,5,1
1,0,0.91,5,1
1,0,0.74,2,1
0,0,3.79,1,1
1,0,0.66,3,1
0,3,2.39,1,1
1,0,1.39,2,1
1,1,0.91,2,1
1,0,3.79,4,1
1,0,0.91,1,1
0,0,5.17,60,1
0,0,4.21,9,1
1,0,4.92,1,1
1,0,5.17,9,1
0,0,0.41,1,1
0,0,2.22,2,1
1,0,5.16,2,1
1,0,0.39,1,1
1,0,4.89,2,1
1,0,4.89,2,1
1,0,0.39,1,1
0,0,0.39,3,1
0,0,0.39,4,1
0,0,2.57,1,1
1,0,1.81,1,1
0,0,1.96,10,1
0,1,4.54,2,1
1,0,0.89,1,1
1,0,0.69,1,1
0,0,2.76,4,1
1,0,5.21,5,1
1,0,0.69,1,1
1,0,1.62,3,1
0,0,4.47,9,1
0,0,5.21,3,1
0,0,0.69,5,1
0,0,5.21,5,1
0,0,5.21,2,1
1,0,0.69,1,1
1,0,1.21,2,1
1,0,1.21,1,1
0,0,0.52,53,1
0,0,2.06,5,1
0,0,5.04,2,1
1,2,1.51,1,1
0,0,1.02,1,1
0,0,1.69,2,1
0,0,1.92,8,1
1,0,0.77,8,1
1,0,1.51,2,1
0,2,0.52,20,1
0,0,0.52,2,1
1,0,0.52,1,1
0,0,1.02,2,1
1,0,3.44,1,1
1,0,2.66,1,1
0,6,1.51,1,1
1,0,0.52,1,1
0,0,0.77,1,1
0,0,0.52,5,1
1,0,1.02,4,1
1,0,2.66,1,1
1,0,5.37,4,1
0,0,4.82,2,1
1,0,4.66,4,1
0,0,1.51,2,1
1,0,1.59,1,1
0,0,2.56,2,1
0,2,4.66,69,1
1,0,0.61,2,1
0,0,5.12,3,1
1,0,1.11,2,1
1,0,1.11,1,1
1,0,3.41,1,1
1,0,1.59,1,1
1,0,1.11,1,1
1,0,1.11,2,1
0,0,0.77,2,1
0,0,0.51,2,1
0,0,1.59,3,1
0,0,1.11,1,1
1,0,3.21,1,1
1,0,0.61,2,1
1,0,1.11,2,1
0,1,1.42,1,1
0,1,1.11,1,1
0,2,1.11,3,1
0,0,5.21,2,1
0,0,0.61,1,1
1,0,4.84,2,1
1,1,1.29,3,1
1,0,0.94,5,1
0,0,1.02,1,1
0,0,0.44,4,1
0,0,0.52,1,1
1,0,0.44,5,1
0,0,5.29,1,1
0,0,0.77,2,1
0,0,5.29,1,1
0,0,5.29,5,1
0,0,5.29,5,1
0,0,5.29,4,1
1,0,0.77,2,1
1,0,2.06,2,1
0,0,4.66,7,1
1,0,0.77,2,1
0,0,5.29,2,1
0,0,5.04,4,1
1,0,5.04,1,1
1,0,4.66,2,1
1,0,4.66,3,1
0,0,4.66,5,1
1,0,5.37,2,1
1,0,0.52,4,1
1,0,5.04,10,1
1,0,1.02,1,1
0,0,5.04,2,1
1,0,1.51,1,1
1,0,3.32,2,1
0,0,5.21,1,1
0,0,5.04,4,1
0,0,3.74,2,1
0,0,4.84,8,1
1,0,5.04,4,1
1,0,1.51,2,1
0,0,1.02,1,1
0,0,5.04,2,1
1,0,2.36,5,1
1,0,5.21,1,1
1,0,5.29,1,1
0,0,5.04,9,1
0,0,1.02,0,1
1,0,1.92,2,1
1,0,5.04,3,1
1,0,1.47,5,0
0,0,1.47,1,0
1,0,1.16,1,0
0,0,2.24,4,0
0,0,1.89,1,0
0,0,2.89,2,0
0,0,1.47,1,0
1,0,0.49,7,0
0,0,5.01,1,0
1,0,0.99,1,0
0,0,5.26,9,0
1,0,3.16,1,0
1,0,1.89,7,0
0,0,2.17,0,0
1,0,1.16,0,0
0,0,1.47,0,0
1,0,1.47,1,0
1,0,0.69,1,1
0,2,0.61,5,1
0,0,2.06,1,1
1,0,1.21,4,1
1,1,1.21,1,1
